100个涨停，改名南稀永磁。	 100	4
广东拓斯达科技股份有限公司(SZ.300607)是一家获得国家级高新技术企业认定的智能制造综合服务商	 300607	1
"603489经典正儿八经的""多方炮""K线图型，四面八方都多方炮打响了，让你们有股没股的每天晚上都睡不着觉……"	 603489	1
诺亚控股今年以来共实现净收入26.0亿元，同比上升5.5%；非GAAP净利润9.2亿元，同比增长17.0%。	 26	6
还有他吗的做梦的，公司都快倒闭了，看看000673当代东方，在这垃圾公司亏的那边找回来了。不为什么就是让没有买的警惕一下，千万别上当，这股托太多。山东股和山东人一样，你们懂得。不多说，留下的祝你们早日解套。	 000673	1
渤海租赁已经三天收盘在3.50元之下了，关键就看今天能否重新站上3.50元之上！如果仍然站不上去，对渤海租赁来说那当然不是好事！但事物总有二面性的，股价太低迷对空仓者来说，对运用运动战战略的投资者来说，那当然就是大好事了！我在3.50元回进了近百万股，如果股价向上次的低点进发那我就再大幅度的回进！四渡赤水的战略正是我们学习的好时机！！！	3.5	2
2018年前三季度，其主营业务收入约为5.7亿美元（折合约38亿元人民币），EBITDA为2.7亿美元（折合约18亿元人民币）。据专业人士估计，若本次重组顺利完成，GDS将直接为上海莱士创收3.6亿美元的全年EBITDA。作为优质外资企业高比例持股投资中国产业的典型案例，上海莱士此次重组备受关注	 2.7	6
董秘你好！国常会：决定健全固定资产投资项目资本金管理，降低基础建设预备保证金，相当于每年为中国建筑节省了几千亿的预备压金，等于无形之中每年提高了百亿净利润，市盈率今年年报低于5了，股价低迷，建议分红应当提高！谢谢！	 5	6
恒大质押追加担保过了，爆仓价格下移到3元 明年春天更名st嘉凯城　曾经超级大牛股600149会想到跌到4元变成st吗？600149能，000918为啥不能600149恒大成本价格都25元以上。照样st，照样跌到零头	 600149	1
今天截止午盘，又逆市绿这么多，16天红1天，平两天，跌13天。其中跌两个以上的7天，这7天中跌3.5个点以上的4天；今年以来，大盘沪指涨18.3%，此货跌超22%；近16个交易日从高点下跌超23%；从配股价下跌近32.5%；一连串的耻辱记录，凌云还是国企吗？更可怕的是，现在没有丁点的反弹迹象。凌云，散户全线套牢，都成了你的股东，你是2019除爆雷股外的第一牛股！	 18.3	4
大家小心，股权转让款现在是皇氏最大的雷，7个亿的股权转让款势必在2020年一次性计提当坏账处理。股价在2020年前不会有大的起色，可怜了这里的小散。	 7	5
《000877天山股份》每股净资产8.77元，3季报每股收益1.126元，股价10.49元，FE【动】市盈率7倍，3季报同比增长和环比增长国常会两举措施，要大力投资基建相信高净资产.低市盈率水泥股会遇到像样的反弹行情！	 000877	1
双11两大平台做4300亿，云集有设4亿?	 4	5
估计前几次质押的股份全部爆仓了被强行平仓了，明天早上开盘70万手压单压在跌停板上会让今天疯狂唱多的散户目瞪口呆哑口无言，明天开始这里面就只有哀鸿遍野了	 70	5
工业富联两大利空分析 1股东成为法院被执行人 2解禁股很快上市辅仁药业600781就是股东成为法院被执行人 股价从16元左右大跌到5元多　　12月9日有2.3亿股解禁股上市 小心股价大跌　再过一个多月就是元旦了 接着就是春节 小散们要留钱过年 不要被套　提示：融资盘小心点 　不要大跌暴仓	 600781	1
今晚中概股区块链龙头迅雷开盘涨2.76%，最高上涨4.26%，现在有所回落，预示区块链板块还保持强势。广电运通明天能否开启反弹或反转行情呢？	 4.26	4
2018年前三季度，其主营业务收入约为5.7亿美元（折合约38亿元人民币），EBITDA为2.7亿美元（折合约18亿元人民币）。据专业人士估计，若本次重组顺利完成，GDS将直接为上海莱士创收3.6亿美元的全年EBITDA。作为优质外资企业高比例持股投资中国产业的典型案例，上海莱士此次重组备受关注	 5.7	6
原油目前整体在440/464区间运行，近期白天跌晚上涨，或晚上跌白天涨存在筑底的可能性，后期需要观察464以及468上方的突破情况，白天等技术指标给出信号可考虑空单，操作上震荡对待1.反弹456做空，止损4582.跌破451做空，止损4533.回调448做多，止损446	440.0	2
己经买入东方金珏2个涨停板和东旭蓝天，完美！	 2	4
再跌0.2元，才能彰显申能股份的价值！	 0.2	4
卓胜微每股净资产15.29，股价450元，市净率29.33，市盈率104。再看信维通信，每股净资产4.65，市净率8.8，市盈率35.9，股价41，相比卓胜微差的太多，都是通信领域的龙头，为何差距这么大？假如信维通信市净率也达到29，股价应该是134元才对，怒其不争啊，给卓胜微提鞋都不配！	 8.8	6
沃森生物的肺炎预苗　市值 471亿贝达天奥电子的肺癌药　市值 262亿	 262	3
原定募集4亿，实际0.9亿，还不如大A最烂的新股募集金额，瑞银退出承销商，估计觉得丢人。　　高升控股　科达股份 与　嘉楠耘智有合作协议（无实质操作），不如瀚叶股份投资的900万。可以去看看高升控股和瀚叶股份的走势。　　另外关于分拆上市，可以百度分拆上市概念股，科达根本数不上。	 0.9	5
酒鬼酒科技盘子15亿，流动盘子几个亿，可股价为什么这么低？归根到底还是因为该股市场关注度低，缺题材炒作机遇。如果放在四年前，这种基本面没什么问题，盘子小的股票应该是十分受机构欢迎的。目前酒鬼酒科技最缺的就是市场关注度。	 15	3
据公开资料，前三季度公司实现营业收入10.42亿元，同比增长61.34%；归母净利润2361.91万元，同比增长4.01%。公司预计全年净利润4985.73万元-6370.66万元，同比增长80%-130%，远超市场预期。三利谱短暂蛰伏后，盈利拐点已现，有望王者归来。	 4985.73	6
这只基金我10月28月抛了，净值是0.6508元，我劝大家也抛了吧，这只破基我买了4年多了，亏损近50%约3万元，当初买了6万，MB，这也叫专家理财、长期投资吗？这破基没什么留恋的，长痛不如短痛，我现在换了其他基金，这南方基金公司也是坑死人不偿命的。	 6	5
道理很简单，放眼整个大A 如果业绩都这么好上证至少上5千点了。如果大资金放弃领益制造，它会去买垃圾股？目前只是挖坑调整做T 充分换手。从深股通持股变动也可以看出，从三季报持股5109.34万股，中途出了一仟多万股，昨天和前天又买进400万股左右，持股4194.84万股。至于压力位和支撑位，在主力资金面前什么都不是，我们只看成交量和换手率。	 4194.84	5
9.2元300股，以后每年以300股增加，留着养老吧。上银是涨是跌，不是我能控制的。以后上市银行会很多，还是选个省级的城商行抗跌些呗。没有高手的本领，还是存个上海行吧，还是认个命吧，存着拿分红吧。	 300	5
又有人给我发来？有的好好看看！内盘资金操作，短线操作，盘外资金跟进拉升。 【麦克奥迪300341】会员已提前介入，介入时间：11月14日（09:46）介入价格：06.93元。11月15日早盘强力拉升6%以上，实力证明一切。敬请新老客户关注，非会员请勿盲目跟进，以免造成损失。公司操作短期，今天建仓，明天清仓。谢谢合作！	 300341	1
发帖的人一个个都在说明天欧菲光的涨跌，能不能按月说，九月份大涨30多个点，十月份调整微跌6个点，这个月已经涨了13个点了，后面还能涨。买欧菲光就是炒2020年一季报预期	 13	4
603927中科软，这么好的软件国之娇子，没有理由百元以下1.高资产周转 高权益乘数，助推公司ROE遥遥领先其他金融IT龙头，2.保险 ”业务将打造流量模式新业态。3.龙头地位突出，看好十年黄金发展。中科软是我国保险IT龙头	 603927	1
华讯方舟（000687）发布公告，公司股东华讯方舟科技有限公司将所持有的145129552.0000股公司股份以协议转让的方式，转让给深圳市远致投资有限公司，转让价格为每股5.9400元，该部分股权占公司总股本的比例为18.94%。转让后，深圳市远致投资有限公司(或其指定的投资主体)持有华讯方舟股份有限公司18.94%股权。	 145129552	5
很多证券公司 大力推荐增持买入阳煤化工 认为前景发展广阔 前途无量 蒸蒸日上 几家公司分别预测2019年 公司业绩 每股 有0.20元 0.45元 0.83元不等 建议增持买入 如今阳煤化工亏损暴跌50% 是推荐失误 还是阳煤蛀虫故意财务造假 故意隐瞒利润 故意夸大费用 故意人为亏损 故意砸盘故意打压股价有不可告人的猫腻 建议几个公司严查核对	 50	4
诺亚控股今年以来共实现净收入26.0亿元，同比上升5.5%；非GAAP净利润9.2亿元，同比增长17.0%。	 9.2	6
大家看下 新湖 和迅雷一样跌了2.4	 2.4	4
关于方大，去年8月就精准预测全年利润为55到60亿，如果今年及明年能保持并有所超越，那估值就不会那么低了。60亿不是常态，但今年25到30亿，明年30到40亿还是可以期待的。手握重金，凭方威的格局眼光，不会只吃利息，一旦布局完成，就不是同一个数量级了。市场对方炭之期待亦正基于此。	 60	6
600572康恩贝年报业绩大滑，主力走了，散户们走吧。	 600572	1
大田田合理价格应该在1.6元左右！！一汽、东风是国家队的，重汽、陕汽有强有力的领导。大田田得不到戴姆勒的技术，也不想给戴姆勒做嫁衣，然后内耗内耗内耗…据说戴姆勒H6重卡单独开发，撇开福田…	1.6	2
三安光电到头了，买低价小盘国产软件国家队代表002368太极股份才是王道	 002368	1
獐子岛股份今年三季净利1.35亿下降47%市盈600多倍今年涨3倍股价己达140元2市值1000多亿相比中兴通讯，中兴通讯泡沫多几十倍好奇怪。	 1000	3
为了防止国有资产流失，国有股低于净资产是不允许抛售的。山东钢铁净资产每股高于1.8元。所以1.8元以下没有减持压力。	 1.8	6
我是10月17日，买了京东方股票，股价在3.70，中途做了个T，赚了2分，今天股价在3.76，到今天，我每股盈利6 2=8分。期待涨！！！	 2	6
传媒股今天表现这么好中文这个大辣鸡被边缘化了吧 看看人家的哦　　【传媒股异动拉升】传媒股异动拉升，芒果超媒涨超6%，光线传媒涨超4%，完美世界涨超3%，新华传媒、华策影视等纷纷跟随上涨。	 6	4
复牌之后，估计至少15%的涨幅，大概率上70。希望君正能够带动芯片板块涨一波，全志怎么也应该有君正股价的50%吧。	 15	4
小鹏汽车01810小米集团	 01810	1
2019年4月下旬份买进《600977中国电影》成本价21.00元以上的投资者，近7个月，股价跌幅50%左右，投资10万元，剩下5万元左右，天天有人恐慌割肉卖出，担心投资中国股市绩优股10万元会剩下几千元吗？	 10	5
大田田合理价格应该在1.6元左右！！一汽、东风是国家队的，重汽、陕汽有强有力的领导。大田田得不到戴姆勒的技术，也不想给戴姆勒做嫁衣，然后内耗内耗内耗…据说戴姆勒H6重卡单独开发，撇开福田…	1.6	2
炒概念就怕没业绩支撑，熊市重质不是白说的。漫步者每股收益0.13元，现在90倍市盈率，全年最多两毛钱业绩，估值4-8块钱。股东减持是他知道自己股票的价值，16.17块精准减持。参考智度最少得跌十天，保守跌5-6块钱，极端补七块钱缺口，从哪来回哪去。国光有业绩，不疯炒，一步一台阶。好坏自有公论，明天开始再也不用听傻子喊漫步者这个那个了，开始独立出来。	 6	4
没有金钢钻，却揽了瓷器活。华创阳安自身不强，还要吃进更弱的太平洋，一场“并购大戏″演成了双双殉葬的悲剧。既没有决心(只是意向)，也没有力度(只有4亿股)，更没有进度。	 4	5
600960，北汽，渤海，滨州	 600960	1
此票我27时买过，赚了一个点，卖了。昨天在互动平台上说有6G概念，但生不逢时。前几天，意华股份也说有6G，股价两个板，但这两天又跌下来了。目前21不到，本来以为23就是极限了，这个价格有点意外了。今天来了点，平。下星期有望来一波，拭目以待吧	23.0	2
隆基一直是机构的重仓股，为什么股价29 直线跌倒22 一是对隆基疯狂扩张发债的不确定　二是 北上深很多基金公司　今年基金业绩考核从以往12.31日提前到11月　出货获利了结 准备明年在战了长线一年以上可以拿稳 短线行情基本上不在 拿不住逢反必减 大盘大概率回踩2836、2680两个关键点位　短线可以换仓一些超跌大消费股 恒顺醋业、中顺洁柔都是些不错的选择	2836.0	2
兴齐眼药，4月12号，多少散户倒在了黎明前，，兴齐眼药当天是在涨停板开开合合，尾盘跳水6个点，4个点收盘，而新泉呢？是在5个点左右上下震荡，尾盘跳水幅度也是6个点，_1点收盘，也是当天换手率放大，不会是第二个兴齐眼药的吧？刚好间隔7个月，莫非妖股要诞生了	 5	4
股转国改龙头，000590一又涨停板。已经3涨停！ 新湖中宝热门股第一	 3	4
14（周四）黄金、原油：黄金：（1）反弹1472-1473空 防守1477.5 目标1462-1455.原油：｛1/｝回踩56.80-56.60附近分别多 防守56.10 目标57.50-57.80破位上看。	57.8	2
1个贵州茅台=29个新纶科技动力！贵州茅台市值大新纶科技动力市值12550亿。国之重器璀璨明珠举全国之力的动力竟然还远远不如一瓶酒水！新纶科技动力=新纶科技废力=阿斗！	 12550	3
耐微14元？卓胜微452元汇顶科技216元深南电路163圣邦246兆易175	216.0	2
根据2013年48日至2019年1031日的资金流量记录合计，中国股市资金流量，每天最高峰合计不会超过5121亿。按实际进出资金计算，1113日至1114日。资金进入茅台46亿。其他股进入资金14亿。也就是说，实际在市场上能流动的资金已经没有啦，除非其他股的股东把自己的资金撤出来进入茅台。那风险是很明确的。机构肯定会马上撤资，让茅台股价跌翻天。2020年是个迷幻影	 14	5
11月13日，截至A股收盘，北向资金当日成交净买额为-17.64亿元。其中，沪股通当日成交净买额为-16.48亿元；深股通当日成交净买额为-1.16亿元。　　交易所公布的沪深港通十大成交股显示，今日北上资金大幅净买入隆基股份1.91亿元，买入平安银行1.77亿元，买入山东黄金1.20亿元我觉得应该在上升通道买入啊现在还是处于下跌通道啊	 1.91	5
按公开资料正源三大制造业业基地1500亩扣除524亩准备搞国际荟的泰祥源剩余双流航空港鸿腾源和南充高坪嘉瑞源，占地就有976亩今年三季报制造业 营收41244万，折算年营收54992万即使最乐观估计今年正源制造业方面的地均产出也不会高出60万从地理区位上说，紧挨机场，又位处城市外拓主要方向这么低的土地产出效益，应该绝非地方所能容忍的所以，其余的土地用途转性料所难免、迟早的事!	 41244	6
这股从4月份拿到现在，和江淮汽车一起买的，曾经盈利超过20%，一直幻想全市第一殡葬股，幻想他有朝一日一飞冲天，万万没有想到的是进了无底深渊。从4月8号最高点13.51到现在，已经跌了差不多50%，在看看最近的成交量，离底部还很远很远，期间想着割肉换股赤峰黄金，一直幻想福成会起来，呵呵，这就是大多散户被割韭菜的命。再见~	 50	4
华泰证券显示400074海润退 成本1元。你那证券公司如何显示的？交流一下。	 400074	1
圣邦，上市后100元买入，最低80多，守了一年多，赚了20%，卖了，然后10送3，今天244元，哭死一次。卓胜威，上市就看好，开板150元，想等调整100元买入的，没有追买，结果一路上涨，今天455元，又哭死一次。博通，100元追入，最高144元，没卖，守到今天。考虑再三，决定持有到明年年报后，大家来说说吧。	 10	5
当代东方该说的我也了，就看你们想不想去做，今天分享的多喜爱002761、神马电力603530纷纷涨停。 ，该出手就出手，跟上老张，赚钱不难 。	 002761	1
18.7亿市值？？中国石油十大股东持股约42%，市值约8.75亿，小散持股58%，市值约10.8亿，势均力敌，十大股东10元不卖，8元也不卖，6元也不卖，难道3元卖了？？？，如果十大股东不减持，中国石油就估计就是10亿个亿市值左右的超级迷你小盘股，股价越跌市值越缩水，如果被超级资金低吸控盘，跌得快，涨得也快！！！目前市场缺钱，小盘股，最容易被大资金任性操控涨跌！！！	 10	3
暴风科技前期涨了30%，然后公布亏损6个亿，说明机构都提前知道业绩亏损。全部套现离场。所以不下3元，散户坚决不介入。个人观点，仅供交流，不喜勿喷！	 30	4
1.对应标地华测检测300012的市值230亿，复权价255元/股。中国应急计量的上升空间非常大。。。2.中国应急运通在2018年上市前线下收购中国应急计量原始股的价格是16元/股，对应上市3年后的解禁成本价在20元/股左右，按照PE每年的投资回报率50%左右，那么中国应急计量的股价大约在60元/股左右。。。。	 230	3
一个风华高科商行，而且是小区域的，你觉得它的估值700多亿，合理吗	 700	3
卓胜微三季极显示芯片收益1。6亿，北方华创三季报显示芯片收益1亿，中科曙光三季报显示芯片收益1。75亿。而股价：卓胜微450元，北方华创76元，中科曙光32元。哈哈哈！	76.0	2
重大利空！明天开盘大概率跌停！$当代东方(SZ000673)$	 000673	1
换法人，授信80亿。神州信息现在净资产不到40亿，谁能给它贷80亿呢。另外准备80亿干啥呢，再建两个神州信息啊	 40	3
淘县监测的数据显示，今日14时10分，欧菲光出现异动，附加大幅拉升9.23%，创历史新高（前复权价格）。昨日（2019-11-13）该股净流出金额5351.19万元，主力净流出5787.6万元，中单净流入52.04万元，散户净流入384.37万元。	 5787.6	5
我就想问一下 : 那些50多60元丢掉筹码的散户现在如何感想？！心痛？郁闷？还是与钱有仇？到左江到了180元的时候我再来问一遍 : 那些120_130元丢掉筹码的散户做何感想！	120.0	2
拟战略重组 或致ST双环—000707—实控人变更拟战略重组 或致ST双环—000707—实控人变更拟战略重组 或致ST双环—000707—实控人变更	 000707	1
＃净值播报＃11月13日，鹏华丰泽净值1.3227元，当日涨幅0.02%。最近6个月涨幅2.36%，最近一年涨幅7.78%	 1.3227	6
大盘预计明天还是跌，这周别想红了，起码周四周五不可能红，唐人神9块18缺口补上以后会继续向6块91缺口并进，公司方向完全跟之前说的一个天上一个地下，大肆扩张项目搞得资金短缺，猪肉供给又无法像大公司一样有完全时间育肥，综合来说6块5可以了。	91.0	2
以前2元左右的股票最安全，通过此次垃圾包钢股份几周跌幅30%可以看出，2元以下的垃圾股风险很大，说穿了此类股就是退市梯队。	 30	4
海康威视在狗托无脑唱多下，一年跑输歌尔，立讯，鹏鼎，领益等消费电子一二百个点而且差距越来越大，立讯今年从12元涨上来转股4成又要超越这个烂股股价了烂海康威视股价不行，就股托牛比吹的响，海康威视股托吹了两年牛比，立讯从700亿涨到1800亿还在大涨，海康威视从600亿跌到400亿都站不住大牛市赚不到钱，等熊市来了，死捂垃圾股的韭菜是最先赔钱的	 700	3
耳机已经逢顶逐步逢低布局“区块链”002224三力士！	 002224	1
明天抽签浙商银行还是贵阳银行？浙商银行市盈9.39行业市盈6.99抽浙商银行还是贵阳银行市盈4.98？	 4.98	6
19年炒了三支股票一支是三一重工涨幅百分之70，一支是沪电股份涨幅是百分之200	 200	4
看多必须高于2055，棕榈油低于5302做空，高于止损，下档支撑5220。甲醇小仓位，目前多空还会打架互相压制也不会有大行情，浪费时间。	5302.0	2
捂好筹码，莫被忽悠紧跟年报季报之后，北上资金反手加仓百万股埃斯顿4.26当天埃斯顿逆市飙涨!无独有偶，当天，众多中外机构汇聚埃斯顿调研，聆听业绩讲解。北上资金日买百万股级别的加仓，明显是对埃斯顿业绩的肯定	4.26	2
国企改革概念股中，扣非滚动市盈率低于21倍，并且近3年净利润增长率为正的股票有12只，并且部分股票的股价还处于低位，比如中国医药等。　　具体来看，业绩表现不错的行业集中在医药生物，像现代制药近3年净利润增长率为219%，国药股份为174%，中国医药为151%，国药一致为59%。	 12	6
七匹狼追问问题之九。子公司股权比例有无输送利益嫌疑。 2018年门七匹狼针织纺织有限公司净利润为111 844 350.99 （约1.12亿元），请介绍厦门七匹狼针织纺织有限公司股权结构，包括但不限于陈文历实际持股比例，该持股的目的？是否有侵犯上市公司利益的可能？	 1.12	6
放弃天马买入 002846 英联股份 002296 辉煌科技 600789 鲁抗医药 002862 实丰文化 002956 西麦食品	 002862	1
听所有新百吧里唱多的劝，今日“兰英絮果炒个反弹”计划开始进行，姐姐今日准备进场，一旦买入会及时通知大家。大家准备好钱，随姐姐上战场，火速支援南京城里被围困的姐妹们！我们来了，带着风披着雨……今夜我们都是新百人。宏图高科姐妹们，听姐姐话2.6进场，4元满仓抛空的姐妹门，准备好资金转战袁亚飞另只股票-南京新百！	4.0	2
伊朗甲醇到岸价1820元。所以我的计划是做多。但极限情况预计到1800的价格。准备充分，空头大佬们，来吧。	1820.0	2
今日第十二板97.06 按已预告的净利润8700万~9900万元摊薄后每股收益在1.27~1.47元之间，按高科技新股100倍市盈率算，对应的股价是127~147元，对应板数是15~17板之间，符合全网发行的小盘股的开板规律，这个业绩可以对标圣邦股份，更狂踩安恒信息，因而目前依然安全，淡定持有，让空狗继续嚎叫 ~	147.0	2
股价是价值的体现，大北农就值这个价，别指望涨上天，和某些股票比这个价格真有点高估，4块钱以内吧算正常	4.0	2
10.6上市就是最高价，0.618的跌幅极限在6.55元。若是有反转6.55元*1.382。价格在9.05元，这个周期重庆农商行估计要搞上一年半载的	 0.618	4
这只基金我10月28月抛了，净值是0.6508元，我劝大家也抛了吧，这只破基我买了4年多了，亏损近50%约3万元，当初买了6万，MB，这也叫专家理财、长期投资吗？这破基没什么留恋的，长痛不如短痛，我现在换了其他基金，这南方基金公司也是坑死人不偿命的。	 0.6508	6
差一步没有成交亨通光电，连续跳空低开10个点下跌之后，凯乐开始了无量反弹	 10	4
我只买了国光一只股票，从买入那天就是全仓，成本5块多。所以我一直坚定不移的唱多。我不是盲目唱多，我是经过详细的分析才全仓买的国光。国光涨了接近一倍，间接证明了我当初的分析还是有些道理的，我的目的是涨四倍，等到20几元再根据情况考虑卖不卖的问题。所以我继续大大方方的唱多。空狗们，请喷我，我不在乎。	5.0	2
广汇物流吧(600603)：机会尚存，不过主力操盘过于温和。相比之下：杭锅股份(002534）：以中报推算年报或接近0.5元左右，目前7.2元的股价明显低估，1.5~2亿元的回购正在开始开始实施，后市有望见8元以上价位，下周机会较大。——纯个人看法 　不对您构成任何投资建议！	7.2	2
按照第三季度数据，嘉诚国际股份的所有者权益是1876亿，存货是454亿，商誉5.18亿，无形资产121亿。假设嘉诚国际股份出现了獐子岛的滑稽事件。比如说钢铁跑了还是咋的，存货出现大规模减值计提。假设就全部计提好了，嘉诚国际的所有者权益减去所有的存货、商誉以及无形资产，剩下接近1300亿。而目前，嘉诚国际的市值是1200亿多一点。	 1200	3
獐子岛年跌幅23%，蓝天比它还多跌了20%	 23	4
提醒各位快出。湖北九派和仙桃九派同样是集泰股份上市前引进的外部股权投资者，引进时间为2014年2月，两者分别以货币增资400万元和200万元成为集泰股份股东，至上市前分别持有5.58%和2.79%的集泰股份股权（上市后稀释）18年减持公告出了十几万股。就知道九头鸟有多贪了，主力等了一年，没耐心已经跑了。	 200	5
金力泰今天走势图预测9点15-9点18分，涨停板引诱散户9点19分撤单9点20分-9点23分抛盘越来越大9月24分低开2-3%盘中会有一波凌厉的拉升也是逃命良机。	 2	4
宁国投好执着啊电广这票43元玩到3.7元还在玩，厉害不得不佩服，是我的话早就神经病了	3.7	2
同是华为供应商，同是特斯拉供应商，同是智能可穿戴供应商，长信还是苹果供应商，长盈和长信市值差不多，长盈市盈率60倍，长信16倍，长信业绩继续增长，长盈基本没增长，长盈今天涨停，这是什么狗屁理由	 16	6
红枣启动了？如果是至少1.2万	 1.2	5
换入锂电龙头企业：002535林州重机，002684猛狮科技，603035常熟汽饰！！！！！！	 603035	1
泰禾分析：泰禾高负债房企，目前不断卖掉项目为生，高利率借美债以债养债，风险极大，最近大跌走势种种迹象表明。泰禾有资金缺口很大，不排除有资金断裂的风险。出10送10利好想抬高股价好质押股票融资缓解资金压力，结果市场不买账，公司股票不涨反而大跌，从高位下跌60%左右，高位套牢了大量想抄底的资金。由于房地产收缩，地产融资越来越难，泰禾找不到其它融资渠道，而不惜借高利贷维持生存，后市泰禾危唉！！	 60	4
#华宝油气# 20191114#净值预测# 0.387元，跌逾1.5%，而原油上涨1%，收盘竟然站上57美元。华宝油气根踪的指数，近年做空它的机构依旧没有撤退，以前短线同原油波动也基本一致，做空机构盯上后，跟跌领跌。三年前，美油50美元对应的华宝油气价格0.75元，现在美油57美元对应的是0.387元，南方原油、嘉实原油等真正的油基跟踪原油优势明显。	 0.387	6
科达股份集互联网 、芯片、华为、区块链、数字货币、数字营销、股权转让等热门概念，三季度业绩9分，股价4.62元，与同类题材个股估值相对较有优势。	4.62	2
中国建筑背景有背景，产品又够高端，看好总市值到200亿，5倍上涨空间	 200	3
唯一一个短期无解禁，而且市值低于50亿的券商了，年底券商必定有一波，在市场资金不足的情况下，新世界画的后续图形也许不是第二座塔，业务是新高的云彩，和背景山峰！	 50	3
下午1 :30直线拉升到8.30元，那时候再卖也可以，可以多赚点钱！深赛格下午1:30和下午2:00都是全天高点！	8.3	2
项目可能650亿， 你这数据哪来的？　假设是真的。其次， 这要看宝钢獐子岛自己出资多少。　也许出资50%就不错了。 其余可能都是负债。 如果项目出售的时候， 也就是300亿可能， 还带负债。 如果按照股市5折算。 就是150亿。	 650	3
